...1,election,state,year,pollName,endDate,numberOfRespondents,democratic,republican,electionDate,startDate,someoneElse,undecided,refuseToAnswer,populationType,Mode,check,finalTwoPartyVSDemocratic,finalTwoPartyVSRepublican
182,Pres,KS,2020,NYT/Siena College,2020-10-20,755,41,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,42.50792676690191,57.49207323309808
183,Pres,MI,2020,Public Policy Polling,2020-10-22,804,50,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
184,Pres,PA,2020,Public Policy Polling,2020-10-22,890,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
185,Pres,VA,2020,George Mason University,2020-10-19,908,52,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.15237998165325,44.84762001834675
186,Pres,PA,2020,Civiqs,2020-10-21,1577,52,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
187,Pres,CA,2020,Public Policy Institute of California,2020-10-18,1185,58,32,2020-11-03,NA,NA,NA,NA,NA,NA,0,64.9079754601227,35.0920245398773
188,Pres,MN,2020,SurveyUSA,2020-10-20,625,48,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
189,Pres,WI,2020,Morning Consult,2020-10-20,1038,54,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
190,Pres,TX,2020,Morning Consult,2020-10-20,3347,48,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
191,Pres,SC,2020,Morning Consult,2020-10-20,926,45,51,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.07347270144104,55.926527298558966
192,Pres,PA,2020,Morning Consult,2020-10-20,2563,52,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
193,Pres,OH,2020,Morning Consult,2020-10-20,2271,47,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
194,Pres,NC,2020,Morning Consult,2020-10-20,1904,50,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
195,Pres,MN,2020,Morning Consult,2020-10-20,864,51,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
196,Pres,MI,2020,Morning Consult,2020-10-20,1717,52,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
197,Pres,GA,2020,Morning Consult,2020-10-20,1672,48,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
198,Pres,FL,2020,Morning Consult,2020-10-20,4685,52,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
199,Pres,CO,2020,Morning Consult,2020-10-20,788,55,39,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
200,Pres,AZ,2020,Morning Consult,2020-10-20,1066,47,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
201,Pres,GA,2020,Garin-Hart-Yang Research Group,2020-10-14,600,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
202,Pres,MI,2020,Data for Progress,2020-10-18,830,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
203,Pres,OK,2020,SoonerPoll,2020-10-20,5466,37,59,2020-11-03,NA,NA,NA,NA,NA,NA,0,33.063690354290394,66.93630964570961
204,Pres,MI,2020,Fox News/Beacon Research/Shaw & Co. Research,2020-10-20,1032,52,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
205,Pres,OH,2020,Fox News/Beacon Research/Shaw & Co. Research,2020-10-20,1018,45,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
206,Pres,PA,2020,Fox News/Beacon Research/Shaw & Co. Research,2020-10-20,1045,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
207,Pres,WI,2020,Fox News/Beacon Research/Shaw & Co. Research,2020-10-20,1037,49,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
208,Pres,AZ,2020,Ipsos,2020-10-21,658,50,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
209,Pres,FL,2020,Ipsos,2020-10-20,662,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
210,Pres,PA,2020,SSRS,2020-10-20,843,53,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
211,Pres,FL,2020,SSRS,2020-10-20,8847,50,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
212,Pres,TX,2020,Quinnipiac University,2020-10-19,1145,47,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
213,Pres,PA,2020,Quinnipiac University,2020-10-19,1241,51,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
214,Pres,AK,2020,Public Policy Polling,2020-10-20,800,45,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.73849372384937,55.261506276150634
215,Pres,KS,2020,Public Policy Polling,2020-10-20,897,42,54,2020-11-03,NA,NA,NA,NA,NA,NA,0,42.50792676690191,57.49207323309808
216,Pres,WI,2020,Latino Decisions,2020-10-19,400,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
217,Pres,IA,2020,NYT/Siena College,2020-10-20,753,46,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
218,Pres,PA,2020,Suffolk University,2020-10-19,500,49,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
219,Pres,IA,2020,Monmouth University,2020-10-19,501,51,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
220,Pres,MN,2020,Civiqs,2020-10-20,840,53,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
221,Pres,FL,2020,Civiqs,2020-10-20,863,51,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
222,Pres,NV,2020,Civiqs,2020-10-20,712,52,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.222756574235135,48.77724342576486
223,Pres,NJ,2020,DKC Analytics,2020-10-13,500,56,34,2020-11-03,NA,NA,NA,NA,NA,NA,0,58.067456700091164,41.93254329990884
224,Pres,NM,2020,GBAO,2020-10-17,600,54,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.51692402086103,44.483075979138974
225,Pres,WI,2020,Change Research,2020-10-19,400,52,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
226,Pres,PA,2020,Change Research,2020-10-19,400,49,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
227,Pres,NC,2020,Change Research,2020-10-19,400,50,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
228,Pres,MI,2020,Change Research,2020-10-19,400,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
229,Pres,FL,2020,Change Research,2020-10-19,400,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
230,Pres,AZ,2020,Change Research,2020-10-19,400,51,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
231,Pres,MI,2020,Ipsos,2020-10-20,686,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
232,Pres,NC,2020,Ipsos,2020-10-20,660,49,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
233,Pres,NC,2020,East Carolina University,2020-10-18,1155,51,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
234,Pres,MN,2020,Change Research,2020-10-15,1021,49,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
235,Pres,FL,2020,University of North Florida,2020-10-16,863,48,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
236,Pres,CO,2020,RMG Research,2020-10-15,800,51,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
237,Pres,GA,2020,NYT/Siena College,2020-10-19,749,45,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
238,Pres,KY,2020,Mason-Dixon Polling & Strategy,2020-10-15,625,39,56,2020-11-03,NA,NA,NA,NA,NA,NA,0,36.79763843648208,63.20236156351791
239,Pres,AZ,2020,Data Orbital,2020-10-18,550,47,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
240,Pres,NC,2020,ABC News/Washington Post,2020-10-17,646,49,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
241,Pres,TX,2020,Data for Progress,2020-10-18,9333,47,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
242,Pres,WA,2020,Public Policy Polling,2020-10-15,610,60,37,2020-11-03,NA,NA,NA,NA,NA,NA,0,59.92350630556129,40.0764936944387
243,Pres,AL,2020,Moore Information,2020-10-14,504,38,55,2020-11-03,NA,NA,NA,NA,NA,NA,0,37.08924949290061,62.910750507099394
244,Pres,WI,2020,Ipsos,2020-10-19,663,51,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
245,Pres,PA,2020,Ipsos,2020-10-19,643,49,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
246,Pres,MI,2020,Mitchell Research & Communications,2020-10-18,900,51,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
247,Pres,CO,2020,YouGov,2020-10-09,800,47,38,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
248,Pres,VA,2020,Cygnal,2020-10-11,607,51,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.15237998165325,44.84762001834675
249,Pres,VA,2020,Cygnal,2020-09-25,600,52,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.15237998165325,44.84762001834675
250,Pres,WI,2020,YouGov,2020-10-16,1112,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
251,Pres,AZ,2020,YouGov,2020-10-16,1074,50,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
252,Pres,MO,2020,Remington Research Group,2020-10-15,1010,45,51,2020-11-03,NA,NA,NA,NA,NA,NA,0,42.16474900722941,57.8352509927706
253,Pres,HI,2020,MRG Research,2020-10-07,988,61,28,2020-11-03,NA,NA,NA,NA,NA,NA,NA,65.03061224489795,34.96938775510205
254,Pres,NJ,2020,Stockton University,2020-10-13,721,56,36,2020-11-03,NA,NA,NA,NA,NA,NA,0,58.067456700091164,41.93254329990884
255,Pres,FL,2020,Mason-Dixon Polling & Strategy,2020-10-12,625,48,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
256,Pres,AK,2020,NYT/Siena College,2020-10-14,423,39,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.73849372384937,55.261506276150634
257,Pres,PA,2020,Civiqs,2020-10-11,600,52,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
258,Pres,OH,2020,Civiqs,2020-10-11,586,47,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
259,Pres,WI,2020,Civiqs,2020-10-11,560,53,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
260,Pres,MI,2020,Civiqs,2020-10-11,543,52,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
261,Pres,CO,2020,Keating Research,2020-10-13,519,54,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
262,Pres,MI,2020,RMG Research,2020-10-13,800,48,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
263,Pres,SC,2020,NYT/Siena College,2020-10-15,605,41,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.07347270144104,55.926527298558966
264,Pres,ME,2020,Pan Atlantic Research,2020-10-06,600,50,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,54.66996189887755,45.33003810112243
265,Pres,AZ,2020,Monmouth University,2020-10-13,502,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
266,Pres,VA,2020,Civiqs,2020-10-14,1231,55,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.15237998165325,44.84762001834675
267,Pres,NC,2020,Civiqs,2020-10-14,1211,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
268,Pres,CO,2020,Civiqs,2020-10-14,1013,54,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
269,Pres,IA,2020,Data for Progress,2020-10-11,822,47,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
270,Pres,AZ,2020,OH Predictive Insights,2020-10-08,608,49,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
271,Pres,VA,2020,Roanoke College,2020-10-12,602,53,38,2020-11-03,NA,NA,NA,NA,NA,NA,0,55.15237998165325,44.84762001834675
272,Pres,SC,2020,Data for Progress,2020-10-11,801,43,52,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.07347270144104,55.926527298558966
273,Pres,GA,2020,Data for Progress,2020-10-11,782,46,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
274,Pres,FL,2020,Clearview Reseach,2020-10-12,550,47,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
275,Pres,AZ,2020,Ipsos,2020-10-14,667,50,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
276,Pres,FL,2020,Ipsos,2020-10-14,654,49,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
277,Pres,IN,2020,SurveyUSA,2020-10-13,685,42,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,41.80444988773219,58.19555011226781
278,Pres,WI,2020,David Binder Research,2020-10-13,220,53,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
279,Pres,MN,2020,David Binder Research,2020-10-13,220,52,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
280,Pres,IA,2020,David Binder Research,2020-10-13,220,44,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
281,Pres,OH,2020,Quinnipiac University,2020-10-12,1160,48,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
282,Pres,GA,2020,Quinnipiac University,2020-10-12,1040,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
283,Pres,NC,2020,NYT/Siena College,2020-10-13,627,46,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
284,Pres,FL,2020,St Pete Polls,2020-10-12,2215,49,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
285,Pres,MT,2020,Montana State University Bozeman,2020-10-02,1615,44,51,2020-11-03,NA,NA,NA,NA,NA,NA,0,41.60254437262747,58.39745562737252
286,Pres,PA,2020,RMG Research,2020-10-12,800,49,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
287,Pres,GA,2020,SurveyUSA,2020-10-12,677,48,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
288,Pres,MI,2020,EPIC-MRA,2020-10-12,600,48,39,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
289,Pres,NH,2020,Suffolk University,2020-10-12,500,51,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.7473233404711,46.25267665952891
290,Pres,FL,2020,RMG Research,2020-10-08,800,48,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
291,Pres,NC,2020,RMG Research,2020-10-11,800,47,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
292,Pres,NH,2020,University of New Hampshire,2020-10-12,699,55,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.7473233404711,46.25267665952891
293,Pres,NC,2020,SurveyUSA,2020-10-11,669,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
294,Pres,NC,2020,Ipsos,2020-10-13,660,48,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
295,Pres,MI,2020,Ipsos,2020-10-13,620,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
296,Pres,WV,2020,Research America Inc.,2020-10-06,450,39,53,2020-11-03,NA,NA,NA,NA,NA,NA,0,30.20441370893929,69.79558629106072
297,Pres,MO,2020,YouGov,2020-10-07,931,43,52,2020-11-03,NA,NA,NA,NA,NA,NA,0,42.16474900722941,57.8352509927706
298,Pres,NV,2020,WPA Intelligence,2020-10-11,512,44,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.222756574235135,48.77724342576486
299,Pres,NC,2020,Monmouth University,2020-10-11,500,50,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
300,Pres,FL,2020,Morning Consult,2020-10-11,4785,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
301,Pres,TX,2020,Morning Consult,2020-10-11,3455,47,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
302,Pres,PA,2020,Morning Consult,2020-10-11,2610,52,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
303,Pres,OH,2020,Morning Consult,2020-10-11,2283,46,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
304,Pres,NC,2020,Morning Consult,2020-10-11,1993,50,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
305,Pres,GA,2020,Morning Consult,2020-10-11,1837,47,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
306,Pres,MI,2020,Morning Consult,2020-10-11,1710,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
307,Pres,AZ,2020,Morning Consult,2020-10-11,1144,49,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
308,Pres,WI,2020,Morning Consult,2020-10-11,1067,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
309,Pres,SC,2020,Morning Consult,2020-10-11,903,42,54,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.07347270144104,55.926527298558966
310,Pres,MN,2020,Morning Consult,2020-10-11,898,50,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
311,Pres,CO,2020,Morning Consult,2020-10-11,837,54,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,56.93730729701953,43.06269270298047
312,Pres,FL,2020,Florida Atlantic University,2020-10-10,644,51,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
313,Pres,WA,2020,SurveyUSA,2020-10-12,591,55,34,2020-11-03,NA,NA,NA,NA,NA,NA,0,59.92350630556129,40.0764936944387
314,Pres,PA,2020,Ipsos,2020-10-11,622,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
315,Pres,WI,2020,Ipsos,2020-10-11,577,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
316,Pres,WI,2020,NYT/Siena College,2020-10-11,789,51,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
317,Pres,MI,2020,NYT/Siena College,2020-10-11,614,48,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
318,Pres,PA,2020,Whitman Insight Strategies,2020-10-09,517,51,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
319,Pres,MT,2020,Public Policy Polling,2020-10-01,798,48,52,2020-11-03,NA,NA,NA,NA,NA,NA,0,41.60254437262747,58.39745562737252
320,Pres,MI,2020,YouGov,2020-10-09,1190,52,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
321,Pres,NV,2020,YouGov,2020-10-09,1036,52,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.222756574235135,48.77724342576486
322,Pres,IA,2020,YouGov,2020-10-09,1035,49,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
323,Pres,PA,2020,Baldwin Wallace University,NA,1140,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
324,Pres,MI,2020,Baldwin Wallace University,NA,1134,50,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
325,Pres,OH,2020,Baldwin Wallace University,NA,1009,45,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
326,Pres,WI,2020,Baldwin Wallace University,NA,883,49,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
327,Pres,GA,2020,Landmark Communications,2020-10-07,600,47,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
328,Pres,GA,2020,Public Policy Polling,2020-10-09,528,47,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
329,Pres,FL,2020,Redfield & Wilton Strategies,2020-10-06,998,49,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
330,Pres,NC,2020,Redfield & Wilton Strategies,2020-10-06,938,49,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
331,Pres,PA,2020,Redfield & Wilton Strategies,2020-10-06,927,49,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
332,Pres,AZ,2020,Redfield & Wilton Strategies,2020-10-06,727,49,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
333,Pres,MI,2020,Redfield & Wilton Strategies,2020-10-06,700,50,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.411740808450126,48.58825919154987
334,Pres,WI,2020,Redfield & Wilton Strategies,2020-10-06,688,51,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
335,Pres,NJ,2020,Fairleigh Dickinson University,2020-10-05,582,53,38,2020-11-03,NA,NA,NA,NA,NA,NA,0,58.067456700091164,41.93254329990884
336,Pres,GA,2020,University of Georgia,2020-10-06,1106,46,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.11650288724546,49.883497112754526
337,Pres,TX,2020,YouGov,2020-10-04,908,45,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
338,Pres,NH,2020,Saint Anselm College,2020-10-04,1147,53,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.7473233404711,46.25267665952891
339,Pres,TX,2020,Public Policy Polling,2020-10-08,612,50,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
340,Pres,SC,2020,GBAO,2020-09-28,800,44,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.07347270144104,55.926527298558966
341,Pres,MD,2020,Goucher College,2020-10-04,776,61,30,2020-11-03,NA,NA,NA,NA,NA,NA,0,67.02902266434212,32.970977335657885
342,Pres,TX,2020,Data for Progress,2020-10-05,1949,47,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
343,Pres,NC,2020,Data for Progress,2020-10-05,1285,51,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
344,Pres,MN,2020,SurveyUSA,2020-10-06,929,47,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,53.64455364455364,46.355446355446354
345,Pres,MT,2020,Data for Progress,2020-10-05,737,43,49,2020-11-03,NA,NA,NA,NA,NA,NA,0,41.60254437262747,58.39745562737252
346,Pres,FL,2020,Saint Leo University,2020-10-02,489,50,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
347,Pres,AZ,2020,Ipsos,2020-10-07,640,48,46,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
348,Pres,FL,2020,Ipsos,2020-10-07,640,49,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
349,Pres,FL,2020,Quinnipiac University,2020-10-05,1256,51,40,2020-11-03,NA,NA,NA,NA,NA,NA,0,48.304400484457005,51.695599515542995
350,Pres,PA,2020,Quinnipiac University,2020-10-05,1211,54,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.591805766312596,49.40819423368741
351,Pres,IA,2020,Quinnipiac University,2020-10-05,1205,50,45,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
352,Pres,WI,2020,Marquette University Law School,2020-10-04,700,46,41,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.320545436043545,49.67945456395644
353,Pres,OH,2020,NYT/Siena College,2020-10-06,661,45,44,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.92427164754847,54.07572835245153
354,Pres,NV,2020,NYT/Siena College,2020-10-06,660,48,42,2020-11-03,NA,NA,NA,NA,NA,NA,0,51.222756574235135,48.77724342576486
355,Pres,AZ,2020,Data Orbital,2020-10-05,550,48,43,2020-11-03,NA,NA,NA,NA,NA,NA,0,50.15240804714489,49.84759195285511
356,Pres,MO,2020,Garin-Hart-Yang Research Group,2020-10-02,600,48,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,42.16474900722941,57.8352509927706
357,Pres,TX,2020,Civiqs,2020-10-06,895,48,48,2020-11-03,NA,NA,NA,NA,NA,NA,0,47.16866247209256,52.83133752790745
358,Pres,IA,2020,Civiqs,2020-10-06,756,48,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,45.81547254541743,54.184527454582565
359,Pres,MD,2020,Change Research,2020-10-01,650,61,32,2020-11-03,NA,NA,NA,NA,NA,NA,0,67.02902266434212,32.970977335657885
360,Pres,WV,2020,Triton Poling & Research,2020-09-30,525,38,56,2020-11-03,NA,NA,NA,NA,NA,NA,0,30.20441370893929,69.79558629106072
361,Pres,AK,2020,Alaska Survey Research,2020-10-04,676,46,50,2020-11-03,NA,NA,NA,NA,NA,NA,0,44.73849372384937,55.261506276150634
362,Pres,NC,2020,East Carolina University,2020-10-04,1232,50,47,2020-11-03,NA,NA,NA,NA,NA,NA,0,49.31993503857084,50.680064961429146
